sentence,label
I heard your dad's seeing some floozie on the side.,1
Spark up a whifty .,1
I'm pretty TO 'd right now.,1
Hockey is Canadas national winter sport and Canadians are extremely passionate about the game.,0
The two railroads cross downtown.,0
I'm about to go bopp tonight.,1
A little girl leans over to get a closer look at a cow.,0
His change of heart left Yorkshire shellshocked but Sussex thrilled.,0
He occasionally substituting for the quartets founder Charles Magnante.,0
"You going to lend me a light, or will I have to chain it?",1
Some sites along Shackletons rim receive almost constant illumination.,0
I couldn't eat another thing - I'm full as an egg .,1
How long have you guys been dating?  Are you going to root ?,1
TIL that the US Postal Service delivered mail 7 days a week until 1917.,1
I feel so spaf today.,1
Big Merc caught a pumpkin head at Jason's party outside last by Lil' Beezie.,1
I simply could not accept his hospitality on false pretences.,0
I'm not sure of the answer to that question.  I'll follow up with you offline .,1
Didn't you know those two have been Bumpin' Peaches ?,1
Water supply management and planning have been somewhat controversial.,0
The Hells Angel carried on driving and failed to report the accident.,0
She stood me up !,1
Cattlebreeding grape cultivation and wine making were welldeveloped.,0
You're such a fago .,1
The president is one randy guy.,1
Polarizing sheets are used in liquidcrystal displays optical microscopes and sunglasses.,0
Look at all this stuff .,1
Also the Galois module structure of has been determined.,0
She was probably the most important and influential person in Rays early life.,0
The Kings Bench court held the conduct actionable.,0
A sketel dat.,1
However it was not nominated for any Oscars and failed at the box office.,0
Old South is the thirdbiggest selling frozen juice concentrate brand in Canada.,0
"As soon as my boyfriend Matt left from the front door, my Sancho came in the back door so we could spend some quality time together.",1
You could go for a brisk walk up Constitution Hill or something.,0
See external links for freefees initiative and Higher Education Colleges Association.,0
"You're giving me the horn , babe .",1
I'm a nut about dinosaurs.,1
Person 1: ILU Person 2: ILU 2 !,1
Elections for officers are held annually.,0
Several people are taking a break while on a snowmobiling ride.,0
Carry go man.,1
Will you do it or shall I.,0
A little boy on a dirt road is walking away from his blue bike.,0
"Yo , homie bet you I can chop dat .",1
I learned the alchemists secrets in my travels.,0
Other brands include PulpaMex Woopy Leche Pascual Nectasis and Pascuatin.,0
Hey Baldy - how much do you save on shampoo every year?,1
It can also be another term for genderblindness.,0
Several of Murphys students have become instrument makers.,0
However Beaulieu obtained a contract to supply sacramental wine to churches nationwide.,0
Richard spoke with the same shade crossing his face as before.,0
He boinked her last week.,1
"Everyone thinks Usher's da bomb , but I am so over him.",1
The company was acquired for an undisclosed seven figure sum.,1
This is way cool!,1
The group organized a series of white power rock concerts in Toronto and elsewhere.,0
He wants to get Jill started in the research business.,0
Quit messing around and come down stairs.  We need to leave soon.,1
He busted a nut right in my face.,1
Berto reached over and tickeled Sally's ham flaps to get her going .,1
Emily is a wonderful bagsucker .,1
He kneed me in the coo !,1
He leaped like a lamb in springtime.,0
He was characterised in parliament by his threepiece suits and strong Mackem accent.,0
Let's burn a joint .,1
Getting faster was gaining freedom.,0
The Woodstock arrangement was more elaborate than the comparatively elemental and spare studio recording.,0
The game is anyone's call .,1
Columbia with other cruisers had joined the old battleships and lay in wait.,0
That's sharp stuff man!,1
yo wuzzup with that?,1
Murrayfield Stadium has also been the venue for some large concerts.,0
"Person A: Holy shit , that was a bad wipe out! Person B: Yep, he really bought it .",1
The common people continued to use their respective vernaculars.,0
Stirling airfield is still in use today by the Solomons Airlines.,0
That bird is fine!,1
Used without continuous refactoring it could lead to disorganized code and massive rework.,0
This party's dead .,1
i wanna kick that douchenoggle in the balls.,1
Mr Bushs nicknames for Hernandez are Izzy and Altoid Boy.,0
"Dude , that concert was shibby !",1
That's too .,1
What's cracking?,1
You cant tell a book by its cover.,0
"I would have bought that comic book collection, but they wanted an ass-load of money for it.",1
Give the current textbook 5 out of 6 points.,0
A man performing a dredging operation in a river with a singleperson operated dredging machine.,0
At the outbreak of the First World War the tensions within the party aggravated.,0
Wheres Ashleys wallet.,0
a skier is being filmed by a man with video camera on a jib.,0
"The US ""Gay Supremacist"" lobby are heterophobic bigots.",1
Next it is drycured.,0
‘That’s just what I complain of’ said Humpty Dumpty.,0
That is the 5ux0r .,1
George I couldnt have believed you would have done it.,0
That falls under the jurisdiction of the church.,0
Konrad however refused to accept the verdict but eventually left Mainz.,0
We're going to a topless beach later.,1
I suppose I proposed to you.,0
I'm sore from ass to elbow .,1
It is a cephalometric landmark that is just superior to the nasion.,0
This axiomatization obscures the connection to topology.,0
In the Valencian Community Valencian is the traditional language and is coofficial with Spanish.,0
Why cant I skip this damn intro.,0
Road-rage made me crash my car.,1
"I love you, no homo .",1
Development of the new model was a complete horrorshow .,1
"Man, that girl is a head hunter .",1
The villagers cultivated grain figs and olives.,0
It is coextensive with the smallest Slovak administrative district by area Bratislava I.,0
Sounds legitimate.,0
"Since our youngest daughter went off to college, we're empty-nesters .",1
driveway addy is important to find.,1
A message delivered with great skill.,0
This event displays older steam engines and farm machinery to the public.,0
Jesus has just recruited Simon Peter and Andrew as disciples.,0
"Good on you , mate .",1
Person A: What time does her flight arrive? Person B: IDKK .,1
I shat my pants yesterday.,1
Let me touch you.,0
It incorporates the largest hinge ever built.,0
Female: <compelling argument> Male: Whatever. Go make me a sandwich .,1
I met him behind the wall .,1
That movie was shitty .,1
Ill catch a bus.,0
A blond girl in a green patterned shirt has her hand raised.,0
He is the brother of actress Ony Uhiara.,0
Index arithmetic is performed to create this.,0
Ali is my ace boon .,1
Are you strong enough.,0
What are you up to this avo ?,1
"The S-MOB is the most adorable fandom, they just spread so much love and listen to Saahel's songs, so cute!",1
Nasir Colony has two large mosques one church and one football pitch.,0
David and Pamela begin an adult relationship.,0
"Hey what did those Seppos just say? Shit , I never can understand them.",1
Until today many spare parts can be ordered directly from Brazil.,0
I need to take care of a few odds and ends then I'm coming home.,1
A man and little boy posing for a photo with a beautiful waterfall in the background.,0
The steward has just tendered me a respectful bit of advice.,0
Matthews has demonstrated.,0
"I have the Sfw tag on pornhub, it was Carl saying croissant for 10 mins, it was called hot sex in school.",1
His birth name was James Alexander Glenn.,0
They was ribbing in class all day.,1
We need some scrill to get something.,1
You're so hurt !,1
Jagermeister shots are insta-barf for me.,1
That's a sic car.,1
Raise fill power until detail is seen in the black clothing.,0
This old biddy on the phone is trying to raise a beef and won't clam up !,1
